Réf. Waytex;Description;CodeBarre;Prix Public H.T;Tarif Rev1;REM;Tarif Rev2;Sorecop;Deee
25104;Cordon écran DVI-D Dual Link 24+1 M/M avec ferrites 10.00m ;3700616807648;42,00 €;15,00 €;10;13,50 €;;0,02 €
25105;Cordon écran DVI-D Dual Link 24+1 M/M avec ferrites 5.00m ;3700616807662;20,00 €;7,80 €;10;7,02 €;;0,02 €
25120;Adaptateur HD15 mâle / DVI-I femelle;3700616802230;5,99 €;2,00 €;10;1,80 €;;0,02 €
25121;Adaptateur DVI-I mâle / HD15 femelle;3700616803831;5,99 €;2,00 €;10;1,80 €;;0,02 €
25122;Adaptateur DVI-D mâle / HDMI femelle;3700616804821;9,00 €;2,50 €;10;2,25 €;;0,02 €
25123;Adaptateur HDMI mâle / DVI-D femelle;3700616807686;9,00 €;2,50 €;10;2,25 €;;0,02 €
25124;Splitter 1 x HDMI mâle / 2 x HDMI femelle cordon 0.20m;3700616807983;12,50 €;4,50 €;10;4,05 €;;0,02 €
25125;Adaptateur MHL Micro USB mâle / HDMI femelle cordon 0.20m ;3700616807990;14,90 €;6,50 €;10;5,85 €;;0,02 €
25126;Adaptateur HDMI mâle vers  VGA HD 15 femelle;3700616808003;22,00 €;5,50 €;10;4,95 €;;0,02 €
25127;Adaptateur HDMI femelle / femelle;3700616808010;6,50 €;1,00 €;10;0,90 €;;0,02 €
25128;Adaptateur HDMI Articulé mâle / femelle;3700616808027;6,50 €;2,90 €;10;2,61 €;;0,02 €
25130;Mini changeur de genre adaptateur HD15 F/F;3700616812970;5,10 €;2,60 €;10;2,34 €;;0,02 €
25132;Adaptateur Convertisseur HDMI mâle / VGA femelle avec Audio;3700616817241;13,00 €;6,50 €;10;5,85 €;;0,02 €
25141;Adaptateur passif DisplayPort 1.2 mâle / DVI femelle 4K avec cordon 0.15m;3700616814745;15,80 €;7,90 €;10;7,11 €;;0,02 €
26201;Adaptateur passif mini DisplayPort 1.1 mâle / HDMI Femelle avec cordon 0.15m;6934808890638;16,60 €;5,95 €;10;5,36 €;;0,02 €
26202;Adaptateur actif mini DisplayPort 1.1 mâle / HD15 femelle avec cordon 0.15 cm;6934808890232;24,00 €;7,50 €;10;6,75 €;;0,02 €
26204;Adaptateur passif mini DisplayPort 1.2 mâle / HDMI femelle 4K avec cordon 0.15m;3700616814769;15,80 €;7,90 €;10;7,11 €;;0,02 €
26205;Adaptateur passif mini DisplayPort 1.2 mâle / DVI femelle avec cordon 0.15m;3700616814776;13,00 €;6,50 €;10;5,85 €;;0,02 €
26210;Cordon DisplayPort 1.2 / HDMI M/M 1.80m;6934808890652;15,00 €;6,90 €;10;6,21 €;;0,02 €
26213;Adaptateur passif DisplayPort 1.1 mâle / HDMI femelle avec cordon 0.15m;3700616806443;17,00 €;5,50 €;10;4,95 €;;0,02 €
26214;Adaptateur actif DisplayPort 1.2 mâle / HD15 femelle avec cordon 0.15m;3700616814806;24,00 €;5,90 €;10;5,31 €;;0,02 €
26215;Adaptateur passif DisplayPort 1.2 mâle / HDMI femelle avec cordon 0.15m;3700616814813;24,00 €;6,50 €;10;5,85 €;;0,02 €
26216;Adaptateur passif DisplayPort 1.2 mâle / HDMI femelle 4K avec cordon 0.15m;3700616814820;26,00 €;7,90 €;10;7,11 €;;0,02 €
26221;Cordon DisplayPort 1.2 M/M 1.80m;3700616808973;9,80 €;4,50 €;10;4,05 €;;0,02 €
26222;Cordon DisplayPort 1.2 M/M 3.00m ;3700616814837;12,00 €;5,50 €;10;4,95 €;;0,02 €
26223;Cordon DisplayPort 1.2 M/M 5.00m ;3700616814844;16,00 €;7,40 €;10;6,66 €;;0,02 €
26230;Cordon DisplayPort / HDMI M/M 4K 2.00m;3700616815247;20,50 €;8,00 €;10;7,20 €;;0,02 €
26231;Cordon DisplayPort / HDMI M/M 4K 3.00m;3700616814783;23,00 €;8,90 €;10;8,01 €;;0,02 €
27101;Rallonge écran VGA HD15 M/F Haute Qualité connecteurs Or et ferrites 1.80m;6934808890966;11,00 €;5,50 €;10;4,95 €;;0,02 €
27106;Cordon écran VGA HD 15 M/M Haute Qualité connecteurs Or et ferrites 1.80m;3700616806085;11,00 €;5,50 €;10;4,95 €;;0,02 €
27107;Cordon écran VGA HD 15 M/M Haute Qualité connecteurs Or et ferrites 3.00m;3700616806092;15,00 €;7,50 €;10;6,75 €;;0,02 €
27108;Cordon écran VGA HD 15 M/M Haute Qualité connecteurs Or et ferrites 5.00m;3700616806108;22,00 €;11,50 €;10;10,35 €;;0,02 €
27109;Cordon écran VGA HD 15 M/M Haute Qualité connecteurs Or et ferrites 10.00m;3700616806115;39,00 €;21,00 €;10;18,90 €;;0,02 €
27110;Cordon écran VGA HD 15 M/M Haute Qualité connecteurs Or et ferrites 15.00m;3700616806122;55,00 €;31,00 €;10;27,90 €;;0,02 €
27133;Répéteur HDMI 4k 2k 3D Femelle / Femelle 40.00m auto alimenté;3700616816800;29,90 €;16,00 €;10;14,40 €;;0,02 €
27202;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 1.80m;3700616800823;5,60 €;3,20 €;10;2,88 €;;0,02 €
27203;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 3.00m;3700616800830;7,60 €;4,30 €;10;3,87 €;;0,02 €
27204;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 5.00m;3700616800847;11,00 €;6,00 €;10;5,40 €;;0,02 €
27205;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 7.00m;3700616805163;15,00 €;8,00 €;10;7,20 €;;0,02 €
27206;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 10.00m;3700616800854;18,00 €;10,00 €;10;9,00 €;;0,02 €
27207;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 15.00m;3700616800861;28,00 €;14,00 €;10;12,60 €;;0,02 €
27208;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 20.00m;3700616800878;32,00 €;18,00 €;10;16,20 €;;0,02 €
27209;Cordon écran VGA HD 15 M/M Haute Qualité avec ferrites 30.00m;3700616805170;55,00 €;28,00 €;10;25,20 €;;0,02 €
27220;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 0.50m;3700616805187;5,00 €;2,90 €;10;2,61 €;;0,02 €
27222;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 1.80m;3700616800885;5,40 €;3,20 €;10;2,88 €;;0,02 €
27223;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 3.00m;3700616800892;8,00 €;4,30 €;10;3,87 €;;0,02 €
27224;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 5.00m;3700616800908;11,00 €;6,00 €;10;5,40 €;;0,02 €
27225;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 7.00m;3700616805262;15,00 €;8,00 €;10;7,20 €;;0,02 €
27226;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 10.00m;3700616805194;18,00 €;10,00 €;10;9,00 €;;0,02 €
27227;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 15.00m;3700616805200;28,00 €;14,00 €;10;12,60 €;;0,02 €
27228;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 20.00m;3700616805217;32,00 €;18,00 €;10;16,20 €;;0,02 €
27229;Rallonge écran VGA HD15 M/F Haute Qualité avec ferrites 30.00m;3700616805224;55,00 €;28,00 €;10;25,20 €;;0,02 €
27250;Splitter 1 x HD15 mâle / 2 x HD15 femelle cordon 0.20M;3700616803848;8,28 €;4,90 €;10;4,41 €;;0,02 €
28200;KVM 2 UC DVI/USB2 avec câbles;3700616815216;84,00 €;55,00 €;5;52,25 €;;0,08 €
28201;KVM 4 UC DVI/USB2 avec câbles;3700616815223;140,00 €;85,00 €;5;80,75 €;;0,08 €
28202;KVM 2 UC VGA/PS/2 avec câbles;6934808802112;17,97 €;12,90 €;5;12,26 €;;0,08 €
28306;KVM 4 UC VGA/USB + audio avec câbles;3700616812413;100,00 €;58,00 €;5;55,10 €;;0,08 €
28345;"Console LCD 19""dual rail KVM 8 ports combo USB/PS2";;1 172,50 €;938,00 €;3;909,86 €;;0,08 €
28505;Hub USB 2 ordinateurs + switch 3 périphériques USB (ex : imprimante, DD….) ;6934808890713;16,60 €;9,00 €;10;8,10 €;;0,08 €
29110;Commutateur manuel HDMI 1.3 - 2 entrées / 1 sortie;3540493116101;20,00 €;6,50 €;10;5,85 €;;0,08 €
29112;Commutateur automatique HDMI 1.4, 1080p, 3D, télécommande 3 entrées / 1 sortie;3700616813984;27,00 €;16,00 €;10;14,40 €;;0,08 €
29113;Commutateur automatique HDMI 1.4, 1080p, 3D, télécommande 5 entrées / 1 sortie;3700616813991;40,00 €;26,00 €;10;23,40 €;;0,08 €
29117;Adaptateur USB 2.0 PC à USB TV ;3700616802452;14,63 €;7,50 €;10;6,75 €;;0,08 €
29119;Convertisseur/enregistreur audio & vidéo analogique sur port USB 2.0;5410329461300;38,90 €;22,00 €;5;20,90 €;;0,08 €
29120;Carte graphique externe USB 2.0 / DVI avec adaptateurs HDMI / HD15 et audio RCA;5410329461324;88,00 €;38,00 €;;38,00 €;;0,08 €
29126;Adaptateur HDMI HD TV à IOS/ANDROID;4260113520161;49,00 €;25,00 €;10;22,50 €;;0,08 €
29201;Partageur/amplificateur HDMI 1.3 pour 2 sorties;6934808883081;37,00 €;19,00 €;10;17,10 €;;0,08 €
29202;Partageur/amplificateur HDMI 1.4, 4K, 3D pour 2 sorties;3700616813960;37,00 €;21,00 €;10;18,90 €;;0,08 €
29206;Partageur/amplificateur HDMI 1.4, 4K, 3D pour 4 sorties;3700616813977;60,00 €;30,00 €;10;27,00 €;;0,08 €
29222;Partageur VGA 2 sorties 500 Mhz;3700616808454;42,90 €;30,00 €;10;27,00 €;;0,08 €
29224;Partageur VGA 4 sorties 500 Mhz;3700616808461;63,96 €;45,00 €;10;40,50 €;;0,08 €
29228;Partageur VGA 8 sorties 500 Mhz;3700616808478;74,30 €;57,00 €;10;51,30 €;;0,08 €
30170;Coupleur RJ45 Cat. 5e non blindé FEM/FEM;3700616802742;3,80 €;2,00 €;10;1,80 €;;0,02 €
30171;Coupleur RJ45 Cat. 5e blindé FEM/FEM;3700616802759;4,30 €;2,80 €;10;2,52 €;;0,02 €
30172;Coupleur RJ45 Cat. 6 blindé FEM/FEM;3700616809840;9,50 €;3,30 €;10;2,97 €;;0,02 €
31000;"Marquage avec étiquette ""BRADY""";;0,75 €;0,45 €;;0,45 €;;
31005;Cordon réseau RJ45 Cat. 5e non blindé UTP gris 0.50m;3700616800915;0,98 €;0,29 €;10;0,26 €;;0,02 €
31010;Cordon réseau RJ45 Cat. 5e non blindé UTP gris 1.00m;3700616800922;1,20 €;0,34 €;10;0,31 €;;0,02 €
31012;Cordon réseau RJ45 Cat. 5e non blindé UTP gris 2.00m;3700616800939;1,55 €;0,45 €;10;0,41 €;;0,02 €
31016;Cordon réseau RJ45 Cat. 5e non blindé UTP gris 10.00m;3700616800960;4,60 €;1,40 €;10;1,26 €;;0,02 €
31018;Cordon réseau RJ45 Cat. 5e non blindé UTP gris 20.00m;3700616800977;7,50 €;2,70 €;10;2,43 €;;0,02 €
31105;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 0.50m;3700616805088;1,80 €;0,36 €;10;0,32 €;;0,02 €
31106;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 1.00m;3700616805095;2,10 €;0,42 €;10;0,38 €;;0,02 €
31107;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 2.00m;3700616805101;2,40 €;0,55 €;10;0,50 €;;0,02 €
31108;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 3.00m;3700616805118;2,90 €;0,75 €;10;0,68 €;;0,02 €
31109;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 5.00m;3700616805125;3,90 €;1,20 €;10;1,08 €;;0,02 €
31110;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 10.00m;3700616805132;6,90 €;2,20 €;10;1,98 €;;0,02 €
31111;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 15.00m;3700616805149;8,30 €;3,10 €;10;2,79 €;;0,02 €
31112;Cordon réseau RJ45 Cat. 6 non blindé UTP gris 20.00m;3700616805156;10,00 €;4,10 €;10;3,69 €;;0,02 €
32050;Cordon réseau RJ45 Cat. 5e blindé FTP gris 0.50m;3700616800984;1,80 €;0,46 €;10;0,41 €;;0,02 €
32051;Cordon réseau RJ45 Cat. 5e blindé FTP jaune 0.50m;3700616800991;1,80 €;0,46 €;10;0,41 €;;0,02 €
32053;Cordon réseau RJ45 Cat. 5e blindé FTP vert 0.50m;3700616801004;1,80 €;0,46 €;10;0,41 €;;0,02 €
32054;Cordon réseau RJ45 Cat. 5e blindé FTP rouge 0.50m;3700616801011;1,80 €;0,46 €;10;0,41 €;;0,02 €
32055;Cordon réseau RJ45 Cat. 5e blindé FTP bleu 0.50m;3700616801028;1,80 €;0,46 €;10;0,41 €;;0,02 €
32060;Cordon réseau RJ45 Cat. 5e blindé FTP gris 1.00m;3700616801035;2,10 €;0,50 €;10;0,45 €;;0,02 €
32061;Cordon réseau RJ45 Cat. 5e blindé FTP jaune 1.00m;3700616801042;2,10 €;0,50 €;10;0,45 €;;0,02 €
32062;Cordon réseau RJ45 Cat. 5e blindé FTP vert 1.00m;3700616801059;2,10 €;0,50 €;10;0,45 €;;0,02 €
32063;Cordon réseau RJ45 Cat. 5e blindé FTP rouge 1.00m;3700616801066;2,10 €;0,50 €;10;0,45 €;;0,02 €
32064;Cordon réseau RJ45 Cat. 5e blindé FTP bleu 1.00m;3700616801073;2,10 €;0,50 €;10;0,45 €;;0,02 €
32070;Cordon réseau RJ45 Cat. 5e blindé FTP gris 2.00m;3700616801080;2,50 €;0,65 €;10;0,59 €;;0,02 €
32071;Cordon réseau RJ45 Cat. 5e blindé FTP jaune 2.00m;3700616801097;2,50 €;0,65 €;10;0,59 €;;0,02 €
32072;Cordon réseau RJ45 Cat. 5e blindé FTP vert 2.00m;3700616801103;2,50 €;0,65 €;10;0,59 €;;0,02 €
32073;Cordon réseau RJ45 Cat. 5e blindé FTP rouge 2.00m;3700616801110;2,50 €;0,65 €;10;0,59 €;;0,02 €
32074;Cordon réseau RJ45 Cat. 5e blindé FTP bleu 2.00m;3700616801127;2,50 €;0,65 €;10;0,59 €;;0,02 €
32080;Cordon réseau RJ45 Cat. 5e blindé FTP gris 3.00m;3700616801134;2,80 €;0,90 €;10;0,81 €;;0,02 €
32081;Cordon réseau RJ45 Cat. 5e blindé FTP jaune 3.00m;3700616801141;2,80 €;0,90 €;10;0,81 €;;0,02 €
32082;Cordon réseau RJ45 Cat. 5e blindé FTP vert 3.00m;3700616801158;2,80 €;0,90 €;10;0,81 €;;0,02 €
32083;Cordon réseau RJ45 Cat. 5e blindé FTP rouge 3.00m;3700616801165;2,80 €;0,90 €;10;0,81 €;;0,02 €
32084;Cordon réseau RJ45 Cat. 5e blindé FTP bleu 3.00m;3700616801172;2,80 €;0,90 €;10;0,81 €;;0,02 €
32090;Cordon réseau RJ45 Cat. 5e blindé FTP gris 5.00m;3700616801189;4,00 €;1,30 €;10;1,17 €;;0,02 €
32091;Cordon réseau RJ45 Cat. 5e blindé FTP jaune 5.00m;3700616801196;4,00 €;1,30 €;10;1,17 €;;0,02 €
32092;Cordon réseau RJ45 Cat. 5e blindé FTP vert 5.00m;3700616801202;4,00 €;1,30 €;10;1,17 €;;0,02 €
32093;Cordon réseau RJ45 Cat. 5e blindé FTP rouge 5.00m;3700616801219;4,00 €;1,30 €;10;1,17 €;;0,02 €
32094;Cordon réseau RJ45 Cat. 5e blindé FTP bleu 5.00m;3700616801226;4,00 €;1,30 €;10;1,17 €;;0,02 €
32100;Cordon réseau RJ45 Cat. 5e blindé FTP gris 10.00m;3700616801233;6,60 €;2,40 €;10;2,16 €;;0,02 €
32101;Cordon réseau RJ45 Cat. 5e blindé FTP jaune 10.00m;3700616809215;6,60 €;2,40 €;10;2,16 €;;0,02 €
32102;Cordon réseau RJ45 Cat. 5e blindé FTP vert 10.00m;3700616809222;6,60 €;2,40 €;10;2,16 €;;0,02 €
32103;Cordon réseau RJ45 Cat. 5e blindé FTP rouge 10.00m;3700616809239;6,60 €;2,40 €;10;2,16 €;;0,02 €
32104;Cordon réseau RJ45 Cat. 5e blindé FTP bleu 10.00m;3700616809246;6,60 €;2,40 €;10;2,16 €;;0,02 €
32110;Cordon réseau RJ45 Cat. 5e blindé FTP gris 15.00m;3700616801240;8,20 €;3,40 €;10;3,06 €;;0,02 €
32120;Cordon réseau RJ45 Cat. 5e blindé FTP gris 20.00m;3700616801257;10,00 €;4,50 €;10;4,05 €;;0,02 €
32130;Cordon réseau RJ45 Cat. 5e blindé FTP gris 30.00m;3700616802339;18,00 €;7,00 €;10;6,30 €;;0,02 €
32150;Cordon réseau RJ45 Cat. 5e blindé FTP gris 50.00m;3700616802346;26,00 €;12,00 €;10;10,80 €;;0,02 €
32901;Cordon réseau RJ45 Cat. 5e blindé FTP snagless gris 1.00m ;6934808890249;3,30 €;0,50 €;10;0,45 €;;0,02 €
32902;Cordon réseau RJ45 Cat. 5e blindé FTP snagless gris 2.00m ;6934808890256;3,67 €;0,65 €;10;0,59 €;;0,02 €
32905;Cordon réseau RJ45 Cat. 5e blindé FTP snagless gris 5.00m ;6934808890270;5,60 €;1,30 €;10;1,17 €;;0,02 €
32981;Cordon réseau RJ45 Cat. 5e blindé FTP snagless croisé gris 1.00m ;6934808890805;3,40 €;0,50 €;10;0,45 €;;0,02 €
32982;Cordon réseau RJ45 Cat. 5e blindé FTP snagless croisé gris 2.00m ;6934808890812;3,70 €;0,65 €;10;0,59 €;;0,02 €
32991;Cordon réseau RJ45 Cat. 5e blindé FTP 1.00m Blister Waytex;3700616803008;3,76 €;1,30 €;15;1,11 €;;0,02 €
32992;Cordon réseau RJ45 Cat. 5e blindé FTP 2.00m Blister Waytex;3700616802995;4,18 €;1,70 €;15;1,45 €;;0,02 €
32993;Cordon réseau RJ45 Cat. 5e blindé FTP 3.00m Blister Waytex;3700616802988;4,59 €;1,90 €;15;1,62 €;;0,02 €
32994;Cordon réseau RJ45 Cat. 5e blindé FTP 5.00m Blister Waytex;3700616802971;6,10 €;2,40 €;15;2,04 €;;0,02 €
32995;Cordon réseau RJ45 Cat. 5e blindé FTP 10.00m Blister Waytex;3700616802964;8,77 €;3,50 €;15;2,98 €;;0,02 €
33003;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 0.30m;3700616805569;3,90 €;0,70 €;10;0,63 €;;0,02 €
33005;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 0.50m;3700616801264;4,30 €;0,80 €;10;0,72 €;;0,02 €
33005A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 0.50m;3700616803657;2,10 €;0,60 €;10;0,54 €;;0,02 €
33010;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 1.00m;3700616801271;5,00 €;1,05 €;10;0,95 €;;0,02 €
33010A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 1.00m;3700616803664;2,60 €;0,74 €;10;0,67 €;;0,02 €
33015;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 1.50m;3700616805705;5,90 €;1,45 €;10;1,31 €;;0,02 €
33020;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 2.00m;3700616801288;6,40 €;1,60 €;10;1,44 €;;0,02 €
33020A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 2.00m;3700616803671;3,65 €;0,92 €;10;0,83 €;;0,02 €
33030;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 3.00m;3700616801295;7,90 €;2,00 €;10;1,80 €;;0,02 €
33030A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 3.00m;3700616803688;4,50 €;1,10 €;10;0,99 €;;0,02 €
33050;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 5.00m;3700616801301;9,00 €;2,80 €;10;2,52 €;;0,02 €
33050A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 5.00m;3700616803695;6,70 €;1,65 €;10;1,49 €;;0,02 €
33060;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 7.50m;3700616805774;14,00 €;3,60 €;10;3,24 €;;0,02 €
33070;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 10.00m;3700616801318;16,00 €;4,20 €;10;3,78 €;;0,02 €
33070A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 10.00m;3700616803701;10,50 €;2,60 €;10;2,34 €;;0,02 €
33075;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 15.00m;3700616805279;22,00 €;7,90 €;10;7,11 €;;0,02 €
33075A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 15.00m;3700616805897;14,00 €;3,60 €;10;3,24 €;;0,02 €
33090;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 20.00m;3700616801325;25,00 €;9,90 €;10;8,91 €;;0,02 €
33090A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 20.00m;3700616803718;18,00 €;4,60 €;10;4,14 €;;0,02 €
33093;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 30.00m;3700616805286;38,00 €;15,50 €;10;13,95 €;;0,02 €
33093A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 30.00m;3700616803725;26,00 €;6,30 €;10;5,67 €;;0,02 €
33095;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP gris 50.00m;3700616806672;55,00 €;24,50 €;10;22,05 €;;0,02 €
33095A;Cordon réseau RJ45 Cat. 6 blindé FTP gris 50.00m;3700616803732;40,00 €;11,00 €;10;9,90 €;;0,02 €
33110;Cordon réseau RJ45 Cat. 6a 100% cuivre double blindé S/FTP gris foncé 1.00m;3700616803756;8,00 €;1,20 €;10;1,08 €;;0,02 €
33120;Cordon réseau RJ45 Cat. 6a 100% cuivre double blindé S/FTP gris foncé 2.00m;3700616803763;10,00 €;1,80 €;10;1,62 €;;0,02 €
33130;Cordon réseau RJ45 Cat. 6a 100% cuivre double blindé S/FTP gris foncé 3.00m;3700616803770;12,00 €;2,30 €;10;2,07 €;;0,02 €
33150;Cordon réseau RJ45 Cat. 6a 100% cuivre double blindé S/FTP gris foncé 5.00m;3700616803787;16,00 €;3,65 €;10;3,29 €;;0,02 €
33305;Cordon réseau RJ45 Cat. 6a 100% cuivre blindé FTP LSOH fabrication 0.50m;;7,00 €;3,60 €;;3,60 €;;0,02 €
33310;Cordon réseau RJ45 Cat. 6a 100% cuivre blindé FTP LSOH fabrication 1.00m;;8,00 €;4,16 €;;4,16 €;;0,02 €
33320;Cordon réseau RJ45 Cat. 6a 100% cuivre blindé FTP LSOH fabrication 2.00m;;11,00 €;5,55 €;;5,55 €;;0,02 €
33330;Cordon réseau RJ45 Cat. 6a 100% cuivre blindé FTP LSOH fabrication 3.00m;;13,00 €;6,55 €;;6,55 €;;0,02 €
33350;Cordon réseau RJ45 Cat. 6a 100% cuivre blindé FTP LSOH fabrication 5.00m;;17,60 €;8,95 €;;8,95 €;;0,02 €
33351;Cordon réseau RJ45 Cat. 6a 100% cuivre blindé FTP LSOH fabrication mètre sup.;;2,50 €;1,25 €;;1,25 €;;0,02 €
33370;Cordon réseau RJ45 Cat. 5+ 100% cuivre blindé FTP 120 Ohms 200 MHz 0.10 à 1.00m;;7,50 €;4,00 €;;4,00 €;;0,02 €
33371;Cordon réseau RJ45 Cat. 5+ 100% cuivre blindé FTP 120 Ohms 200 MHz 1.10 à 2.00m;;8,50 €;5,10 €;;5,10 €;;0,02 €
33372;Cordon réseau RJ45 Cat. 5+ 100% cuivre blindé FTP 120 Ohms 200 MHz 2.10 à 3.00m;;10,50 €;6,30 €;;6,30 €;;0,02 €
33373;Cordon réseau RJ45 Cat. 5+ 100% cuivre blindé FTP 120 Ohms 200 MHz 4.10 à 5.00m;;15,50 €;9,30 €;;9,30 €;;0,02 €
33374;Cordon réseau RJ45 Cat. 5+ 100% cuivre blindé FTP 120 Ohms 200 MHz mètre sup.;;1,96 €;1,18 €;5;1,12 €;;0,02 €
33380;Cordon réseau RJ45 Cat. 5e 100% cuivre double blindé S/FTP LSOH extérieur 1.00m;;10,50 €;6,30 €;;6,30 €;;0,02 €
33381;Cordon réseau RJ45 Cat. 5e 100% cuivre double blindé S/FTP LSOH extérieur 2.00m;;19,60 €;11,80 €;;11,80 €;;0,02 €
33382;Cordon réseau RJ45 Cat. 5e 100% cuivre double blindé S/FTP LSOH extérieur 3.00m;;29,50 €;17,70 €;;17,70 €;;0,02 €
33383;Cordon réseau RJ45 Cat. 5e 100% cuivre double blindé S/FTP LSOH extérieur 5.00m;;50,00 €;30,00 €;;30,00 €;;0,02 €
33384;Cordon réseau RJ45 Cat. 5e 100% cuivre double blindé S/FTP LSOH extérieur M. sup;;9,00 €;5,45 €;5;5,18 €;;0,02 €
33405;Cordon réseau RJ45 Cat. 7 100% cuivre double blindé S/STP LSOH fabrication 0.50m;;9,00 €;4,50 €;;4,50 €;;0,02 €
33410;Cordon réseau RJ45 Cat. 7 100% cuivre double blindé S/STP LSOH fabrication 1.00m;;10,20 €;5,12 €;;5,12 €;;0,02 €
33420;Cordon réseau RJ45 Cat. 7 100% cuivre double blindé S/STP LSOH fabrication 2.00m;;12,60 €;6,33 €;;6,33 €;;0,02 €
33430;Cordon réseau RJ45 Cat. 7 100% cuivre double blindé S/STP LSOH fabrication 3.00m;;15,10 €;7,55 €;;7,55 €;;0,02 €
33450;Cordon réseau RJ45 Cat. 7 100% cuivre double blindé S/STP LSOH fabrication 5.00m;;20,00 €;10,00 €;;10,00 €;;0,02 €
33451;Cordon réseau RJ45 Cat. 7 100% cuivre double blindé S/STP LSOH fab. mètre sup.;;3,30 €;1,65 €;;1,65 €;;0,02 €
33491;Cordon réseau RJ45 Cat. 6 100% cuivre blindé FTP bleu 0.30m;3700616805576;3,90 €;0,70 €;10;0,63 €;;0,02 €
